리뷰,평점
"비대면 진료의 필요성이 증가하고 있는데, 너무 좋은 앱입니다. 사용법도 간편하고, 꼭 필요한 기능만 들어있어 너무 편리합니다!",5
비대면 진료와 약 배송이라니 정말 신박합니다. 늦은 밤이나 몸이 많이 힘들 때 특히 유용할 것 같아 기대됩니다. 앱은 직관적으로 사용하기 편리해요^^,5
코로나 시대에 비대면으로 너무 편리하고 좋네요. 시스템상에 아직 부족한점도 보이지만 개선해나가면 좋을듯 해요,5
직접 수령은 거의 불가능하네요 몇 번이나 통화했는지... 비대면 진료라 대기없어 편하다 생각했는데 커넥션이 한참 부족해요. 그냥 택배비 추가 지불하고 이용한다고 생각하세요,4
정말 편하고 쉽게 잘 이용했어요. 다만 결제나 이용 시스템이 어르신들께서 혼자 이용하기는 쉽지 않아보여요,5
"워킹맘들은 이앱 필수이지않을까요 제가 아플때도 병원가기 난감하고 아이가 아플때도 병원가기 힘든데, 대리진료도 되고 소아과전문의도 있어서 ㅜㅜㅜ 정말 큰 덕 보고 있습니다 주변 아기엄마들한테도 홍보하고있어요 지금도 불편함은 없지만 더더 좋아지면 좋겠네요 항상 감사히 사용합니다",5
수도권에 살면 편합니다 시간 쪼개서 병원에 가지않아도 배달이 가능하니깐요 하지만 수도권이 아니면 아직은 쫌... 하지만 앞으로 더 확장해나가면 수도권 아닌 지역도 가능해 질것같아서 좋은거같아요^^♡,5
설치후 살펴보니 원격진료 약배달등 실생활에 도움이 될수 있는 부분이 많아 보입니다. 아직 의사분들이 많지 않다거나 원격진료의 정확성부분 체크가 필요할 것 같습니다.,5
바쁘거나 개인사정상 방문이 쉽지 않을경우 유용합니다. 사용법은 어렵지 않습니다. 카카오와 연동되어 알림이 와 더욱 편리한 이용이 가능합니다. 지방에도 당일배송이 가능하다면 좋겠습니다.,4
"정확성이 대면진료와 차이가 완전 없을 순 없겠지만 비대면진료가 가능하다니,, 급할 땐 정말 필요한 어플이네요",4
비대면 진료도 가능하고 약 배달도 된다니..! 요즘 시대에 최적화된 어플이네요 어플도 사용하기 편해서 좋아요,5
"첨엔 어렵게 생각했는데 생각보다 편리하고 손쉽게 이용할수있어요 바쁜직장인, 거동불편하신분들까지 모두 이용하기 유용할것같아요 최고에요!!!!",5
"새로고침 메뉴가 있었으면 좋겠다. 진료신청서가 저장이 되었으면 좋겠다. 대기종료되었을때 계속 새로 정보기입(주민등록번호, 증상 등등)하기 매우 번거로움",3
비대면으로 진찰받고 약까지 배달되는 부분은 바쁜직장인에게 유용하다고 생각됩니다. 앞으로도 더 좋은 방향으로 어플을 발전시켜주시길 바랍니다.,5
만보기 기능을 끄는데 스마트폰을 재부팅할때마다 만보기기능이 다시 켜지네요. 매번 들어가서 끄려니 불편합니다,3
여러가지 진료어플 많이 써봤는데 가입도 쉽고 메뉴 직관성도 제일 나은것 같습니다. 이것저것 복잡하게 누를 필요가 없어서 나이드신 부모님에게도 쓰기 편리한 어플 같아요! 꾸준히 잘 사용중입니다.,5
원격으로 진료를 받을 수 있다는 점이 새로운 것 같고 게다가 배달까지 되는 점은 대단 한 것 같습니다. 병원 진료를 시대에 맞게 편하게 비대면으로 할 수 있다는 점이 장점이자 매리트가 될 것 같네요. 필요한 진료는 앞으로 이용 할 것 같습니다.,5
회사 근무중이라 마음 편하게 병원도 못가는 상황이라서 이런 앱이 있다는건 정말 저에게는 획기적이고 너무 편하더라구요!!! 확실히 병원 조제한 약을 먹으면 약효과도 더 빠르구요~ 전 완전 만족했습니다. 앞으로 아플때에는 이렇게 편하게 사용하면 되겠다 싶어요~,5
"이런 어플을 이제야 알게 되다니... 약배달서비스에 원격진료라니...!! 정말 최고인거같아요!! 아플땐 약국 갈 힘도, 병원갈 힘도 없는데 ! 원격진료로 진료받아서 약배송서비스까지 받으면 정말 편하고 좋을꺼같아요!",5
세상이 달라지며 진료도 이렇게 달라지네요. 간단하게 진료보고 약까지~~ 앞으로 더 많은 병원과 약국이 닥터나우와 협업하여 진료의 편의성이 증대되었으면 좋겠어요. 비대면진료가 정말 장점입니다. 그리고 문제발생시 직원응대가 참 빠르고 확실합니다. 그래서 서비스의 발전이 기대됩니다.,5
인터페이스가 깔끔하고 눈에 잘 들어 옵니다. 각 분야별 전문가들이 많아 합리적인 진료를 받을 수 있는 점이 좋습니다,5
주기적으로 병원에 방문해서 처방 받아 약 구매를 하는데 비대면으로 진행하고 약도 배달 받을 수 있어서 매우 편리합니다! 코로나 때문에 한시적이라고 들었는데 앞으로 제도 정비를 통해 계속 이용할 수 있으면 좋겠습니다.,5
너무너무 편리한 어플입니다. 명절에 알러지성다래끼가 나서 한쪽 눈이 엄청 퉁퉁붓고 난리였는데 다행히 진료보는 선생님들이 있어 편하게 진료받고 당일 약수령했습니다.다래끼도 약먹고 가라앉았구요 보통 근무로 인해 병원 갈 시간이 안될때나 너무 아프고 힘들어서 움직이기 힘들때 유용하게 사용하는 어플입니다 앞으로 더 번창해주세요~,5
방금 사용해봤어요~ 안과 가야했는데.. 눈이 건조해서요 증상 적는란 있는데 거기에 자세히 적었더니 선생님께서 전화로 친절하게 설명주셨어요 그러고 몇분뒤 등록한카드로 결제가되고 약준비중 뜨네요 너무 편한거같아요^^ 강추요!!,5
세상좋아졌네요. 코로나 시기에 이렇게 편하게 진료나 약에관해서 빨리 편하게 알아볼수있으니 너무 편해요 앱만든사람에게 감사인사드립니나. 비대면으로 손쉽게 알아볼수있으니 요즘시대에 필수품이네요 추천해요^^,5
오늘 급하게 이용했는데 사용하면서 불편했던점 기제합니다. 1.진료신청 받기도 어려운데 기다리다 취소당하면 병원에 페널티같은걸 주과하도록 해야된다 생각합니다.(같은곳에서 1번 취소당하고 접수만 받고 읽지도 않는듯 확인불가로 취소당함) 2.집 주변근처로 연계가 되거나 선택할수있는 사항이있으면 좋겠습니다. 3.약 처방 받을때도 연계약국에 대해서만 나와있지 위치나 정보를 알수없어 답답합니다. 4.조제전이면 택배던 퀵이던 집근처변경이던 변경할 수 있는 사항이 있으면 좋겠습니다. 5.고객센터고 카카오 상담이고 모두 연결이 힘든데 상담원이 일일히 변경하거나 취소하는 일이 쉽지도 않고 환자들한테도 아까운시간 폰 붙들기엔 서로 마이너스입니다. 그리고 퀵 같은경우 같은 주소면 한번만 부과하게 해서 배송비 지불하면 좋겠습니다. 코로나 약 처방은 무료인데 배송비만 2만원 나왔어요 합배송은 안된다네요.. 외출이 가능하면 외출해서 받아오거나 지인한테 부탁하는게 제일 빠르게 약 받을수있는 방법인것같습니다.,1
건강보험적용이 되는지부터 필요한 정보와 그림으로 눈에띄게 쉽게 화면구성도 맘에들어요. 정말 좋은 시대같아요. 지금도 복통이 있어 앱들어갔는데 토요일 밤에도 가능하네요. 잘 활용해야겠어요.,5
당번약국 검색이 안되는건지 도저히 못찾겠음,1
이런 유용한 앱이 있는줄 몰랐는데 지인 추천으로 한번 깔아봤어요 요즘 같은 시국에 병원가기 꺼려 했는데 비대면으로 진료 받을수 있는 점이 너무 좋은거 같아요 약도 빠르게 픽업해주시고 조금만 알아보면 번거로움이 없어지네요 잘 사용하겠습니다!,5
"코로나의 경우, 신청서 작성후 제출하려고 하면 이미 대기초과 계속 발생합니다. 신청서를 공용으로 해서 올릴수 있게 해주던지 아니면 신청서 제출후 의사가 신규 추가되면 우선 순위로 배정을 해주던지. 무슨 티켓 구매 하는 것도 아니고 꼭 원하는 의사가 있는 것도 아닌데 답답한 어플 기능입니다.",1
코로나 시대에 딱 맞는 앱인거 같아요. 여러모로 사용하기 편리하고 앱도 너무 깔끔한데 사용지역이 전국으로 확대되면 더 좋을거 같아요. 암튼 참 좋은 서비스입니다.,5
요즘 코로나시국이기도하고 해서 조금의 증상이라더 나타나면 병원에 가능일이 많았는데 직장인이라 휴가를 매번내기도 그렇고 잠깐 외출하기도 눈치보였는데 비대면으로 진료와 약까지 배송되니 너무 편리했습니다!! 자주 쓸거같아요,5
휴일 병원진료 받고 싶어도 동네에 없었는데 편하고 친절하고 의원별 후기도 있어서 믿고 쓸수있는 너무 좋은 어플입니다. 의료업에 종사하고 계시는분들도 닥터나우로 여러 홍보효과도 될 것 같고 이용자들에게 많은 도움이 되는 것 같아요. 비대면 진료는 혁신!,5
창업자 지호씨 진심 엄친아ㅠㅠ다가졌어...!!! 부럽다부러워.. 어플은 편리하게 잘썼습니다. 사용자가 몰려서그런지 오류뜰때가 있긴합니다. 상담원연결이 많이 느려서 챗봇으로 질문남겨놨었는데 답변대로 어플삭제후 재설치하니까 해결됐습니다.,5
주말인데 아기가 열이 끓어서 어플 이용했습니다 열이 계속 안떨어져서 발동동이었는데 주말에도 진료에 약배달까지 되어서 살았어요. 덕분에 열도 떨어지고 한시름 놨네요... 정말 세상 좋아졌구나 싶었어요...! 앞으로도 자주 이용할게요 감사합니다!!,5
"앱은 취지도 좋고 편리합니다만 일단 의사선생님이 부족하고 약국중 퀵 해주는곳이 한군데도 없네요.,하루를 기다렸는데 그래서 결국 나가서 돌아다녀서 겨우 구했습니다 지역이 문제일수도있지만 여튼 결국 나가서 약은 수령해야됩니다",3
요즘 같은 시국에는 병원가는 것도 꺼려지고 불편한데 비대면으로 진료에 약까지 빠르게 받아볼 수 있다니 너무 좋네요. 앞으로 많이 활성화되어서 이런 서비스가 더욱 많아졌으면 좋겠네요. 응원합니다.,5
"비대면 진료 축소라니, 이제 알게 됐는데 아쉽네요ㅠ 예전에 잘 썼었으니 감사합니다. 정부 지침이라니 어쩔 수 없는거죠ㅠㅠㅠㅠㅠ",5
병원안가도 약처방 받고 치료 받을 수 있어서 편리해요. 진료 리뷰 유용하게 활용할 수 있고 앱 디자인이 깔끔하고 편리하게 되어 있어요.,5
"아직 서울지역으로 한정되어 있지만, 비대면 진료에 약처방까지 참 유익한 앱이에요. 폭우나 눈으로 집밖에 나가기 어려울때나, 회사에서 병원외출이 힘든 근무시간에 이용하기에도 좋아요. 전국망으로 서비스가 확대되서 시골사시는 우리 부모님도 편리하게 이용하셨으면 좋겠어요 :)",5
취지랑 아이디어는 좋지만 코시국이라 비대면 진료 수요가 폭주해서 그런지 병원측의 취소로 실제 매칭이 잘 일어나지 않습니다. 병원측 거절에 대한 페널티나 매칭성공률 등도 표시해주시면 좋겠습니다. 저는 비록 서비스를 제대로 이용못하고 탈퇴하지만 앱의 취지 등은 좋아서 개선했으면 하는 부분에 대한 진심어린 조언과 별점은 5점 남깁니다.,5
간편하게 진료받을 수 있어서 너무 편하고 터무늬 없는 진료비 요구하는 곳도 많은데 직접 고르고 이용할 수 있어서 좋아요! 간단히 고민상담 할 때도 유용한 것 같습니다 ㅎㅎ,5
진료를 보는건 참 좋아요 그런데 약국제조가 쉽지는 않네요.. 특히나 배달약국은 거의있지도 않고 있어도 매번 취소를 하더라구요 약 금액을 보고하는지 5번을 해봤찌만 5번 전부 거절.. 그럴거면 뭐하어 배달약국을 하는지.. 선정절차가 어떻게 된지모르겠지만... 아직은 비대면에 맞지않는 것 같아요,4
급할때 사용하기 정말 유용한 어플이에요~ 비대면이라 코로나시대에 딱 맞는거 같네요 간단하고 편해요~,5
진료비항목이 모든 병원이 표시되면 좋겠어요. 없는데도 있어서 기준이 궁금해요. 배송비도 기준이 어떠한지 미리 알고있음 병원선택에 있어서 더 좋을 것 같아요. 비대면으로 진료를 본다는 획기적인 생각이 지금 이 시대에 너무 도움되는 것 같아요.,4
대기가 기본 30분이 넘는데 30분 후 왜 자동 취소되게 해놓았는지? 그리고 병원은 진료거부를 하는데 왜 이중으로 진료예약 못하게 막아놨는지? 대기 30분하다 번번히 취소만 당하는데 한군데씩 밖에 대기를 못하니 답답할지경. 병원들도 예약만 잡아놓고 진료를 안보니 잡혀있는 사람만 속터짐.,1
접수 힘든 건 그렇다 쳐도 접수된 후 대기시간 내내 기다리다가 접수 취소되는 사람들도 많고 간신히 처방약이 약국으로 넘어가도 취소되어 버리는 경우도 많은데 이건 좀 개선해야하지 않나요?? 고객센터 카톡 상담도 긴급하게 여쭤봐도 이미 상황 해결 된지 한참 지나서야 답이 오고 뭐 어쩌자는 건지 모르겠습니다 고객센터에 문의해도 너무 당연하단 듯이 약 배송도 취소될 수도 있다고 그래서 진짜 벙 쪘네요,2
전화진료 예약부터 약배달까지 되는 요즘같이 비대면이 중요해지는 시기에 정말 좋은 서비스인거같아요!! 어른들에게도 널리 활용되서 아프신몸 추우신날 이끌고 병원가는 일이 덜 해졌으면 좋겠습니다 섬세한 서비스 만들어주셔서 감사해요,5
다른분들이 이미 리뷰 남겨주고 가셨네요 당장 아파 뒤지겠는데 이거 계속 붙들고 있어야하나요? 완전 비효율적입니다 최소한 대기자 적은 순으로 정렬이라도 되게 해주던지 새로고침버튼이라도 만들어주던지 진료요청버튼 누르면 대기자로 들어가게 해주던지 진료요청서 미리 작성이 되게해주던지 사용자입장에서 ux생각을 전혀 안하고 급하게 만든 티가 나네요,1
"코로나로인해 많은게 바뀌고있네요., 비대면 병원진료부터,약배달서비스까지. 정기적으로 약 받으러 병원다니시는 분들한테는 특히 반가운 앱인것같네요. 앞으로 더 알려지고 자리잡아가면 꼭 필요앱이 될듯합니다.",5
결제방법이 직접 카드 상세사항 직접 확인해서 등록하는것뿐이라 급하게 진료봐야하는 상황에서는 불편합니다. 앱카드 계좌이체 예치금(무통장입금) 등 다른 옵션들이 없네요.,2
평소에 병원 한번 가려면 간단한 거여도 점심시간에 가느라 밥도 제대로 못먹었던 적이 많았죠😂 비대면 진료라고 하길래 처음엔 반신반의했는데 과정도 간단하고 약도 택배로 보내주셔서 정말 편리했어요😆(게다가 이벤트로 택배비 무료!) 예전엔 병원 한번 가려고 하면 언제 가야하나 귀찮아서 미루고 그랬는데 이제는 시간날 때 진료받고 처방받아서 정말 좋아요!,5
원격으로 의사를 만날수 있다는 메리트가 정말정말 큽니다. 약배달이라는 서비스도 생각해보지 못했는데 신박하네요. 부디 더 발전해서 정말로 필요한 지역까지 서비스가 퍼졌으면 좋겠어요,5
요즘처럼 추운 겨울이나 대면치료나 활동이 어려울때 처방전을 받아 약도 받을 수 있고 편의성에서 너무 좋고 아파서 움직이기 힘들때 유용한듯 합니다. 너무 좋은 앱인듯하네요~~,5
병원갈 시간이 없는디 대부분 증상은 비대면 진료가 가능해서 너무 편합니다. 특히 코로너로 집밖에 나가지 못할 때 도움 많이 받았어요. 앞으로도 시간내기 힘들 때 종종 이용하려구요,5
거주지와 이용하는 병원 지역이 달라서 두달에 한번씩은 꼭 닥터나우를 이용하는데 저번에 사용했을때와 다른것같더라구요 (기억 가물함) 근데 약국 선택이 바뀐것 같은데 예전에 병원에서 알아서 해주셔서 하루만에 약이 왔는데 이번에 퀵이 생겨서 약국 선택을 하는데 조금 비효율적인것같아요 가까운 순으로 처음에 4군데 택햇는데 약국사정으로 취소가 됫어요 그리고 다시 4군데 골랐는데 되더라구요 앞전약국이 취소가 되야지만 다음약국으로 넘어가고 오랜시간 소요가 되서 불편하더라구요 동시에 확인해서 되는곳을 환자가 고르게 하는방법도 좋을것 같은데 기존것보다 별루에요 그리고 만보기가 자꾸 꺼져요 포인트 받으로 하루에 한번만 들어가게 하면 되는데 자꾸꺼져서 진짜 번거롭게 하네요,4
"비대면으로 진료필요한 분들께 유용한 앱인것같아요. 앱 속도감도 빠르고 보기도 편하네요 의료보험 적용 쉽게 확인가능하고 약배달도 되고, 주말 평일 상관없이 이용할수있단 장점이 있지만, 잘모르시는 약사분도 계시고해서 아직은 조금 더 홍보가 필요한듯해요.",5
너무 좋아요!! 시골동네에 살아서 근처 약국에는 없는약도 많은데 택배로 약을 보내주기까지 하시니 너무 편해요 이렇게 좋은 어플이 있다는걸 지금 알았다는게 조금 아쉬울뿐 .. 앞으로는 자주 사용하겠습니다,5
코로나땜에 비대면 진료가 필요하신분들 에게는 유용한 앱인것같습니다 그러나 약특성상 배달이 안되는 특수한 경우도 발생하고 약국과 병원과의 연계성에서 좀더 철저한 시스템이 필요한 것 같습니다 공익면에서도 홍보가 먼저 되어야 앱사용의 효용성이 더 좋아질것 같습니다,3
기본적인 질병부터 탈모나 여드름 같은것도 비대면으로 진료가 되니 좋았어요~ 그리고 사후피임약의 경우에도 긴급하게 받아야되는 경우도 많고 정신과의 경우에는 진료 받으러 가는것도 대면기피증이나 이런 경우 용기가 필요한데 이런 비대면 어플이 너무 좋네요~,5
"코로나로 인해 비대면이 증가하는 요즘 사용하기 편리하고 좋은 앱~ 진료부터, 약 배송까지 이루어지니 바쁜시기에 이용하면 좋을 것 같아요",5
"이런게 있다니 너무 좋아요. 직접 안가고 진료가 가능한건 좋은데, 늦은 밤이나 주말에 유용하게 사용할 것 같아요. 문제는 그 시간에 열지 않은 병원과 약국이 많고 열었더라도 병원-약국에 따라 취급하지 않는 약도 있어서 이게 고려되는 시스템이면 좋겠어요. 잘 연계 될 수 있는 시스템으로!",3
"코로나로 비대면 서비스가 많이 뜨고있는데, 진료부터 약배달까지 가능하다니 너무 좋은 서비스입니다. 음성이어도 병원과 약국에 가기 어려울때, 거동이 불편할때 편리하겠어요~ 제휴처가 많이 확대되면 좋겠습니다!👍",5
"진짜 편리하고 유용한 앱이라 꼭꼭 다운받아 활용하시라고 권합니다 ♡ 비대면 진료가 가능하니 진짜 요즘 같은 시기에 필수앱인거 같아요 ! 증상별로 진료과목별로 진료 가능하고 의사 선생님도 선택 가능 ! 전화로 이렇게 진료가 가능하니 넘 편해서 일부러 시간과 노력을 투자해서 병원 갈 필요 없어요 ( 즉, 병원에서 오래 기다릴 필요가 없쥬 ) 진료비 결제도 쉽고 약도 택배나 퀵으로 받아볼수 있어서 ( 당연히 방문 수령 가능 ) 진짜 편하더라구요 ! 전문의의 진료부터 처방, 약까지 모두 비대면 진료 가능해서 외출이 어려워진 요즘에 아주 필수네요 ! 이제 아프면 더 이상 참지말고 닥터나우로 진료보세요 ! 적극 추천, 별이 다섯개 !!!!!!!",5
코로나시대에 맞추어서 이런 어플이 있다는게 너무기발하고 좋아요! 비대면진료를 어플을통해 할수있고 약도배달이되다니 너무 간편하고좋은것같아요~~~ 감사합니다이런어플만들어주셔서~,5
직접 이용해보진 않았지만 유용할것 같다. 진료과도 대부분 있어 날씨 거리 상관없이 진료받고 약도 배송받을수 있어 너무 좋을것 같다.,5
"시대의 변화에 맞는 아주 훌륭한 앱이라 생각합니다. 병원진료를 훨씬 더 쉽게 접근할 수 있고, 아픈데 외출하지않아도 집에서 편리하게 약도 받을 수 있어서 너무 좋아요. 앱을 개발해주신 분들 엄지척~! 올려드리고 싶습니다.",5
"요즘 코로나가 극성이라 병원 가는 것도 불안하고, 기다리는 시간도 아까웠는데 어플로 집에서 접수하고 전화로 진료보니 시간도 아끼고 안전해서 좋았어요! 아직 닥터나우와 연계된 약국이 서울 지역이 아닌 경우에는 많지는 않은 것 같은데, 서울 외 지역에서도 제휴 약국이 많이 늘어났으면 좋겠어요.",5
앱 자체가 좀 허접하고 불안정해서 시간도 좀 걸렸지만 밖에 나가지 않고 저렴한 진료비 조제비로 약 탈 수 있어서 굉장히 만족스럽네요. 짱짱.. 앱 성능만 조금 개선해주시면 더 좋을 것 같습니다^^ 어쨌든 생활에 편리함을 주어 감사하단 말 개발자분께 드리고 싶네요!,5
다른 어플은 의사선택 없이 자동매칭이더라구요 좀 불편. 근데 이 앱은 리뷰도 전부 볼 수 있고 병원 설명이랑 실제 병원 사진까지 있으니까 진짜그냥 몸만 밖에 안나갔지 순간이동해서 진료받는 느낌이라고 해야하나? 진료과목마다 전문의가 많아서 계속 이 앱 쓸거같아요.,5
비대면으로 진료를 해주는 것만으로도 대단한데 약 배송까지 해주는 신개념의 어플입니다. 이제는 약도 비대면으로 받아볼수 있다니. 정말 유용하게 사용할수 있는 어플이라고 생각합니다.,5
불편했던 검진 시스템에 있어서 많은 도움을 주고 의사를 만나 말 못하게 될때가 많은데 글로 자세히 증상을 적을 수 있어서 저한테는 더 큰 도움이 되는 시스템입니다. 필요한 약과 전문가의 소견까지 들으니 일석이조입니다. 좋은 앱인 것 같아요~,5
"오우! 꼭 필요한 앱이네요, 요즘엔 병원에 못갈사정이 많은데, 정말 유용하겠네요~ 2023.4.6 목기침이 심해서 진료받았어요.집사람이 무릎수술직후라.병원가기가 힘들어서, 정말 좋네요. 진료신청단계에서 퀵배송을 선택햇어야 하는데, 일반택배로 신청해서,진료끝난후 수장하려햇더니,안되더군요.하지만 학 배송은 1일만에 도착해서 좋았습니다. 많이 이용할듯 합니다.",5
비대면진료실.증상별로 진료볼수있고 건강보험 적용 비적용도 알려주니 유용한거같아요.앱사용도 편하구요.특히 야간.주말상관없이 비대면진료가 가능한점이 젤 큰 장점인거같아요,4
"대기가 금방차고 의사쌤들이 많지 않아요 호흡기 진료 안하실분들을 잘보이게 구분해놓지 않으니 접수취소 되는경우도 많고, 접수열린줄알고 접수했는데 내부사정으로 취소됬다고 십분넘어서 통보 오는 곳도 있어요 진료비용도 비싼건 맞는데 약도 비보험인 비싼약으로처방하시는 경우도 많아요 경쟁업체 많이 생기기전에 배려해서 정정해주시면 좋겠습니다.",4
이제 원격진료도서서히 시작되는군요. 일상이 바쁜요즘 너무 편리하게 사용할수 있겠어요. 처방전에따른 약도 간편하게 받아볼수있고. 시간이 안돼어서 병원이나약국에 못갈경우가 많았는데 한시름 놓게돼었네요. 주위에 이런앱이 있다는걸 두루두루 알려드릴께요.,5
해외에서 유용하게 잘사용했습니다.생각보다 사용이 편리했고 급하게 진료를 볼때 유용합니다.요즘같은시기에 비대면으로 진료보는 편리함이 있는 유용한 앱입니다.,5
코로나 시절에 딱 필요한 앱인거 같아요. 비대면 진료에 바로 약 배송.. 보험 가능 여부에 대한 정보도 덕분에 배우고 되었어요! 유용하게 잘 사용할수 있을꺼 같습니다.,5
코로나 시기에 딱 맞는 어플 같아요! 요즘에 코로나가 심해서 아파도 항상 사람이 많은 병원에 가기가 꺼려질때가 있는데 비대면으로 진료받고 약을 배달받을 수 있다는게 굉장히 큰 장점입니다. 코로나가 아니더라도 각자의 사정으로 병원까지 나가기가 어려운 상황에 너무 유용할 것 같아요. 병원에 직접가면 대기인원도 많은데 기다릴 필요도 없고 혼자 사는데 아파서 서러운 분들에게도 정말 추천하는 앱이에요! 말주변이 없어 대면으로 의사선생님이랑 대화할때 증상을 제대로 말하지 못하는 경우도 있는데 앱으로 직접 쓰면 되니까 더 꼼꼼하게 쓸 수도 있고 진료도 정말 따뜻하게 봐주십니다♡ 진료 전 리뷰도 미리 확인할 수 있으니 더 좋아요. 이렇게 좋은 어플 만들어주셔서 감사드려요! 앞으로도 애용하겠습니다ㅎㅎ,5
너무 편리하네요 의료관련 어플은 복잡해서 힘든데 이 어플은 보기 쉽게 되어있어요 자주 용이하게 사용할거같아요,5
코로나 시대에 비대면 진료가 손쉽게 되는 과정이 너무 간단하고 좋았지만 관건은 약이 제대로 빨리 오는가 인 것 같아요. 진료보고 1시간이내에 약이 오는 시스템이 완성 된다면 사용자는 더욱 늘어날거라고 생각되네요,4
너무 편해요 ㅋㅋㅋ 감기같은 사소한 질병은 계속 이용할듯!! 한번 이용했는데 의사샘을 잘 고른건지 직접 병원 간거보다 몇배는 친절하심!! 재이용 의사 200%!! 다만 새벽배송이 무료인데 약국 매칭이 안된건 아쉬움 ㅜㅜ 당일 배송으로 신청해서 퀵 바로 받았습니다!,5
사용하기에 약간 어색한감이 있지만 지금 시기에 좋은 앱이라생가되어집니다. 점점 더 편리한 서비스가 될수있길요~~^^,5
코로나 확진받고 확진자 폭증이라 보건소에서 연락도 없어서 정말 당혹스러웠는데 약사러 나가지도 못하고... 친구 소개로 이 어플깔고 비대면진료받고 약처방 받았고 이 명절 연휴에 30분 정도 걸려 약 배달을 받았어요 스마트폰 산 이후로 가장 이로웠던 어플입니다 정말 감사합니다,5
"원격진료에 진료내역까지 기록되어 있어서 좋을거 같아요~ 직접 가서 진료 받으면 좋겠지만, 그렇지 못한경우 일단 원격진료 받고 약 처방까지 받는다는게 편리할거 같아요~~",3
주변인들 소개로 다운받고 실행했는데요. 앱사용도 깔끔하고 무엇보다 바쁜직장인이나 거동불편한 어르신들이 편하게 사용하겠네요,5
번거로움이 굉장히 많은데 엄청 편리하게 해줄 것 같습니다. Ui/인터페이스도깔끔하고 편할것같습니다.,5
요즘같은 시기에 비대면 진료로 진료를 집에서도 손쉽게 하고 약도 편하게 받아보는 시스템이라니..정말 편리해요.,4
약을 배달 받을 수 있다니 정말 좋아요. 요즘 1인가구가 많아지고 있는데..아플 때는 움직이고 이동하기 더 힘들어서 서러운데 ..많이 이용할 거 같습니다!,5
와~~ 코로나시국에 덕보는 것도 있네요. 비대면 진료지만 약처방도 받고 지방인데 약배송이 하루만에 왔어요. 진짜 넘 좋아요! 지방에서도 좋은 의료서비스 혜택을 받을 수 있다니 진짜 스마트하고 좋습니다!,5
좋아요. 작은 불편사항 한개가 있는데 처방전 전송을 누른 후에 전화로 연결되네요. 잘몰라서 일일이 번호 입력해 전화 다 해본후에 처방전 보내려고 하니까 또 전화로 연결이 돼요. 전화연결 기능을 처방전 전송에 넣어둘필요는 없을것같아요.,4
몸상태가 많이 안좋을땐 병원가기도 힘든날 있잖아요 비대면으로 증상 얘기하고 약처방 받을수 있다는거 자체가 넘 좋은거 같아요 집근처 제휴처가 더 확대되서 더더 편리하게 이용할수 있음 좋을듯해요,5
코로나때문에 아이데리고방문하기힘든데 자세한진료 넘좋네요 사용하기편리하고 종합진료도가능해서 자주이용할것같아요 아이디어도좋고 정말편리하네요!,5
원하는 진료를 간단히 안내받을 수 있어 간편하고 좋아요. 사용법도 쉬워서 금방 사용 가능합니다^^ 언제 어디서든 간편하게!! 강추합니다^^,5
걷기 포인트 넘 좋네여 ㅋㅋ. 다만 포인트 사용처가 좀더 다양했으면 더더 좋을거 같아요. 포인트 쌓였지만 뭔가 아쉽네요,5
정말 편리해요 직장인이라 병원에 가려면 반차를 내거나 점심시간에가야하는데 특히 점심시간에 가려해도 병원 점심시간과 겹치는 경우가 많았는데 원격진료를 통해 쉽게 치료받을수있어서 너무 좋아요,5
비대면 진료에서 약 배달까지 정말 편리하고 좋습니다. 아쉬운 점이 있다면 지방이라 이용할 수 있는 병원이 별로 없다는 점입니다ㅠㅠ,5
UI가 보기쉽게되어있고 응답이빨라서좋음. 몇몇가지 오류만보완되면좋을듯,5
"사람많은 장소에 외출하기 꺼려지는 요즘같은 시기에 아주 유용한 어플이라 생각합니당!! 비대면서비스를 통한, 일상생활에 밀접한 어플이라 자주 이용하게 될 것 같아요. 어플UI 역시 보기쉽고 한눈에 직관적이라 좋아요.",5
"출퇴근해서 병원갈 시간도 없었는데 너무좋아요~ 집은 인천이고 서울이 직장이라, 9시땡하자마자 전화예약 약도 퀵으로 받아서 빠르더라구요!! 저희 아가도 덕분에 감기도 다 나았어요♡ 좋은어플 좋은서비스 감사합니다!! 얼른 다른지역도 제휴되어 빠르게되었음 좋겠네요!!",5
편리하지만 대기를 2시간 가까이 했고 어플 사용에 대한 자세한 설명이 없어 연세 드신분들은 사용이 어려울거 같다. 클릭하고 진료 내용 쓰는 사이 대기인원 꽉 차 2시간 가까이 걸렸다. 추후 해결해야 될 문제 같습니다.,3
비대면진료로 하니 코로나 걱정없고 특히 먼 병원가서 대기하고 진료받고 하면 시간낭비가 큰데 참 좋더라구요. 특히 아이가 병원가기 힘들때 좋은것같아요. 약도 금방 집까지 배달이 되서 깜짝놀랐어요. 추천합니다!,5
진료부터 약배달까지 너무 편리한 앱 만들어주셔서 감사드리고 바쁜 현대인들이 정말 편리하게 이용할 수 있고 외출이 불편한 분들에게 너무 좋은 서비스입니다.무엇보다 친절하기까지 하시니 앞으로도 쭉 이용할 생각입니다 ~~ :),5
