리뷰,평점
"업데이트가 언제 되는지요? 기사보고 깔았고 아침 8시 기준에 영업중, 충분이라고 떠서 재고로 예상하고 갔습니다. 없다고 하네요. 지금으로서는 신뢰성 떨어집니다.",1
저번까지만 해도 잘 사용했는데 갑자기 비대면진료 하려고 전화신청하는데 소리가 안 들리네요... 이게 무슨 경우인지 가특히나 귀 아프고 코로나 때문에 힘든데 진료를 못 하니깐 짜증나네요,1
여행왔는데 일행이 아파 굿닥 실시간지도로 약국찾아 돌아다녔는데 근처 약국 대부분이 안내되어있는 영업시간과 달라 타지에서 1시간을 돌아다녔습니다 예전에 유용하게 썼던 기억이 있어 앱 설치하고 찾아다녔는데 전혀 쓸모가 없네요 어찌저찌 찾아서 약을 구하긴 했습니다만 수정사항이 많이 필요할듯 싶네요,1
위치 설정 자체가 안되고 검색도 안되고 거리순이라해놓고 300키로 이상 먼곳이뜨고...이제 지워야할때가온건가싶네요..,1
너무 잘 쓰고 있습니다! 다만 병원찾기에서 지역을 선택하고 내과/외과 등 진료과목을 누르고 나면 다시는 누르기 전(아무것도 선택되지 않은)으로 못 돌리네요ㅠㅠ 저는 과 관계 없이 집에서 제일 가까운 병원을 보고 싶은데 그게 안 돼요.,4
막상 가보면 새로고침이 안됐다고 없다고 돌려보냅니다. 수량 있다고 주황색 녹색 보고가도 그럽니다. 바쁘시고 힘드신거 이해하지만 전화 안해보고 갈수가없네요,3
"전화 안해도 되고, 버튼 몇번 클릭한면 되어서 편하네요. 굿닥 예약 기능 편하네요",4
"마스크 스캐너 오늘 시작했는데 정말 좋습니다. 실시간으로 약국들의 마스크 제고를 확인할 수도 있고, 주변 확진자 경로도 확인할 수 있고 정말 유용한 앱 같습니다.",5
왜이러는걸까요....어플이용해보려 다운받았다 너무 불편해 삭제를 하였습니다 그런데 계속 앱스화면에 어플이 남아있어요 결국 다시 깔았다 삭제해봤는데도 마찬가지고 이 어플만 이럽니다....,1
아침부터 약추가로 받을려고 처음 사용했는데 의사놈 뭐가 그리 바쁜지 약처방 먼저 하려하고 최소한 증상은 물어봐야하는거 아닌가? 코로나도 다 증상이 틀린데. 시스템은 좋은데 처음 앱을 사용하고 만난 의사가 저러니 이 앱을 더 사용해야 할지 고민스럽네요.,3
모두 편안하게 하는게 참 마음에 들어요. 시간이 좀 걸리는것만빼면 부원장이 어서 이력서 넣어야 할텐데 ㅡㅡㅋ,5
병원터치해서 들어가면 화면이 흰색으로 아무것도 안되요 그래서 뒤로가기하면 앱 종료 다시 몇번을 해도 안되는데 왜죠?,1
"추천합니다, 네이버에서는 실시간 문연 병원이랑 약국 정보 확인이 어려운데 굿닥에서는 확인이 가능하네요, 조금만 더 개선하면 편리하게 이용할 수 있을 것 같네요, 파이팅,",5
"로그인하려고하면 왜 계속 '네트워크에 연결할 수 없습니다' 라고 뜨나요?ㅠ 와이파이, 데이터 둘 다 해봤는데 안되네요ㅠㅠ",3
다 좋은데요 지도에서 다른 지역으로 손가락으로 드레그 해서 옮기면 그 옮긴 지도상애서 검색이 가능 하도록 해주세요. GPS 굳이 안 켜도 가능 하잖아요. ㄴ이버 지도처럼요,3
약국에서 실시간 입력을 하지 않는 경우가 많습니다. 정확성이 상당히 떨어지는 이유네요.,3
파란색 버튼만 계속 쳐다보고 있었네요.. 다른 분들은 바로 된다던데 전 오래걸렸어요 ㅜㅜ 그래도 연결되면 바로 진료가 가능하니까 좋아요,4
항상 굿닥 이용중이에요! 마스크때문에 많은 어려움이 있을때 어플 도움 많이 받았어요. 헛걸음하지 않게 도움이 많이 되어서 진짜 너무 감사해요. 저희가 편할 수 있음은 많은 이들의 고생이 있다는걸 다시한번 느껴요. 너무 고생많으십니다. 감사합니다!!^^,5
편리하고 좋네요!,5
몇일전부터 병원예약하기를누르면그다음화면으로넘어가지않고 로딩만되다가 접수소켓응답시간초과라고만뜨는데 왜안되는건가요?어플자체를삭제했다가 다시 깔았는데도그러네요,2
무엇보다도 동의하지 않는 광고가 푸시되어 오네요. 이용후 결제처리가 제대로 이뤄지지 않습니다.,2
"열려있는 병원,약국 찾기, 영업시간확인 할 수 있어서 정말 유용하게 잘 쓰고 있고 지도 기능도 바로 돼서 좋아요ㅎ",5
"본래의 기능인 병원찾기가 제대로 안됩니다. 한참 전에 이사 간 병원도 예전 위치로 찍히고, 진료시간도 안맞아요. 이거 믿고 갔으면 허탕칠뻔 했어요.",2
위치설정 진짜... 내가 있는 장소로만 위치 설정되서 도저히 병원을 찾을수가없네ㅎㅎ,1
집근처에 코로나 전화진료 하는 병원 있어서 전화로 진료받고 약도 퀵으로 보내주셨습니다. 비대면진료도 있긴한데 저는 매칭이 자꾸 실패해서 전화진료 병원 찾아서 전화걸었어요. 굿닥이면 코로나 치료 다 가능하네요. 최고,5
pcr검사 받으려고 깔았어요 진짜 편하네요. 일단 주변 병원 바로 찾을 수 있고 지도에서 한번에 검사 비용 확인할 수 있는게 좋았어요. 일본인 친구한테도 알려줬습니다.,5
마스크 스캐너가 이상해요. 아침에는 괜찮았는데 공지사항 창 닫으면 스캐너도 같이 닫혀서 조회를 할 수가 없어요. 오류인듯한데 확인해주세요. 공지사항도 오늘 그만보기 같은게 있음 좋겠어요. 업데이트 후 잘됩니다. 감사합니다.,5
"자주 가는 병원이 굿닥예약으로 갈 수 있어서 쉽고 편하게 예약하고, 시간절약하고 너무 좋습니다.",5
굳 닥터원장님! 환자들이전하는병세를 상세히경청하시고 깊은관심으로 설명해주시고 열정적으로 진료하려하고. 진료해주시는모습이 감명스럽습니다. 앞으로도계속 지금같은 진료부탁드립니다. 밝은 우리사회가 눈앞에 보입니다,5
지역에 모든 병원 다 볼려면 어떻게 해요? 처음엔 진료과목 구분없이 다 보였는데 한번 진료과목 기준으로 검색하고 나니 예전처럼 전체 검색을 할 수 없네요.,1
간호사ㆍ의사 선생님 항상친절이 설명해주십니다,5
옛날에 공적마스크때문에 딸이 설치해준 뒤로 지우지 않고 있다가 영업중인 약국 찾으러 들어왔습니다. 많이 바뀌었네요. 앞으로도 번창하세요.,5
이미접수됐습니다. 라고 오류 계속 떠요...예약된 시간은 사라지거나 없어졌으면 좋겠는데 어플 종료후 재실행하고봐도 시간 남아있고 이미접수됐습니다란 문구만 뜨네요. 저번에도 그렇고 빨리 수정 부탁드려요,1
버그때문에 앱이 자꾸 꺼져서 이용불가하네요,1
앱 스토어에는 항상 불만사항만 적어봤는데 이렇게 좋은 앱을 단시간에 만들어주신 분들께는 응원의 글만 드리고싶어요~ 방금 저희어머니께서 굿닥터의 자료를 참고하시고 마스크 잘 구매하셨어요~ 정말 감사해요~,5
잘 사용하고 있는데 예약할때 대상자 선택하고 접수소켓응답시간초과라고 예약화면으로 넘어가지 않네요ㅠ 왜그런거죠ㅠ,5
네이버보다 편리한거같아요. 네이버에서는 전화진료 병원 찾았더니 안된다고 해서 굿닥으로 검색했는데 전화진료 되는 병원 바로 찾아주네요 감사합니다:),4
"평소에도 병원,약국 이용시 유용하게 사용해오던 앱. 공적마스크 판매처도 뜨고 좋아요 확진자 동선 보여주던 코로나맵도 좋았는데 없어져서 아쉽네요",5
UX개선해주세요. 몇번을 로그인하고 재접속해도 리뷰창이 안들어가져요. 계속 깜박이기만하고 전에는 잘 사용했는데 지금은 못 쓰겠어요.,2
무슨 앱이 정말 짱나서 쓸수가 없네요 위치정보을 켜도 사당에서만 검색되고 앱종료도 안되고 할때마다 정보 다시 입력하고 와 이렇게 힘든건 처음입니다 더병나서 죽겠네요 다시는 쓰고 싶지 않네요 아파도 직접가야지,1
"1. 회원가입 버튼 눌러서 가입완료 2. 로그인 실패라서 비번찾기 기능으로 비번 쉽게 초기화 함 3. 재로그인 하였으나 또 실패 4. 회원가입 다시 하니까 새로 회원가입 했다고 뜸 5. 또 로그인 실패 화면 뜸 5. 회원가입 또 다시하니까 회원가입 잘됐다고 뜸 6. 회원가입 또 다시하니까 회원가입 잘됐다고 뜸 7. 회원가입 또 다시하니까 회원가입 잘됐다고 뜸 8. 위에 5,6,7 모두 동일한 이메일로 가입했었던건데 중복으로 가입이 된(?)것인지 오류 때문인 것인지 로그인은 여전히 실패뜸 앱 좀 제대로 만들어주세요. 비번 찾기 기능 말고도 아이디 찾기 기능도 추가해주세요.",1
코로나 끝물에 걸려서 자가격리 하다가 도저히 병원까지 나가기에는 걱정스러워서 비대면 어플 찾아보다가 설치했어요. 다른 어플은 광고가 많은데 굿닥은 그렇지 않은거같고 뭔가 신뢰가네요.,5
확진자 동선은 왜 갑자기 없어졌나요..? 업데이트내역에는 딱히 언급도 없구... 되게 유용했던 기능인데 안타깝네요,4
코로나 끝물에 걸려서 자가격리 하다가 도저히 병원까지 나가기에는 걱정스러워서 비대면 어플 찾아보다가 설치했어요. 다른 어플은 광고가 많은데 굿닥은 그렇지 않은거같고 뭔가 신뢰가네요.,5
파란색 버튼만 계속 쳐다보고 있었네요.. 다른 분들은 바로 된다던데 전 오래걸렸어요 ㅜㅜ 그래도 연결되면 바로 진료가 가능하니까 좋아요,4
플레이스가 더 정확합니다!! 근처약국에 입고 되었다고 떠있는데 이건 품절이라고 떠있음 것보다 내위치로 플레이스랑 비교하며 검색하니 이건 다 품절이라 뜨네요;; 주말이라 문여는곳도 있고 안여는곳도 있어요 굿닥 깔자마자 바로 지움,1
앱 설정 정보 획득에 실패했습니다 라는 말이 자꾸뜨고 화면은 열리지도 않습니다. 두번이나 설치하고 삭제후 재설치했는데 똑같네요. 어떻게해야하나요?,1
그냥 네이버지도 퍼와서 앱으로 만든거 같네요 딱히 특별한 기능이 있는것도 아니고 심지어 잘 뜨지도 않네요 그냥 네이버에 직접 검색해서 찾는게 훨씬 낫겠어요,1
"쌤 ,간호사분 모든 분들이 너무친절하셔서 좋아요 아이들에게 언제나 기분좋게 장난도 걸어주시고 항상 웃어주셔서 감사합니다 특히 진료도 잘봐주셔서 더더욱 믿고가는곳 입니다 약도 너무 잘들어요",5
"전부터 사용했던 앱이에요, 뭐 실제 후기는 반은 믿고 반은 거르면서 봅니다. 정보 다 모여있어서 편하긴 편해요",4
예약 가능한 시간이 없는데 하나하나 다 눌러봐야하고 심지어 그렇게 다눌러봐도 못찾음ㅠ 예약불가면 첨부터 선택하지 못하게 해야지 밑에도 비슷한 의견있는데 왜수정안하나요,1
아니 왜 예약도안됌? 누르면' 렉걸린것마냥 통신끊어졌다고하고 클릭도안됌 다니는병원이 이어플만예약된다해서 하는데 이럴거면 왜이딴어플쓰는지 노이해;,1
급하게 병원 갈 일 있어서 사용하게됐는데 유용합니다! 클리닉마켓에서 저렴하게 여러 시술들 상담신청 할 수 있는 서비스도 같이있어서 좋아요!,5
덕분에 마스크 편하게 구입할수 있어서 너무 감사드려요. 이런 앱이 없었다면 무작정 약국 가서 줄서고 품절되면 어디로 가야 하나 하면서 엄청 스트레스 받았을텐데 말이에요.,5
일부약국 제고가 앱정보와 다른 경우가 있어 헛걸음 한 경험있음 실시간 정보가 좀더 빠르게 업데이트 되면 더욱 좋겠습니다,4
"상술이 과도해지므로 앱을 삭제합니다. 단순히 동네 마스크스캐너를 이용코자 3월부터 이용하였으나, 수시로 중국산일회용마스크 마케팅 등의 알림을 발송하여 불편합니다.",1
앱 정보가 정확하지 않는 이유가 있더군요. 약국 직원이 혼자이면 마스크 나누고 결제하기 바빠서 주번을 전산에 입력하면서 판매하는게 아니라 종이에 받아적어둡니다. 줄서서 대기중이니 어쩔 수 없는 고육지책이겠지만..그러다보니 입력이 지연되어서 정확한 상황이 공유되지 못하겠더군요.,3
편하고 빠르고~ 진짜 너무 좋은 서비스 같아요! 병원 예약도 가능하고 진료도 볼 수 있고 굿굿,5
앱이 전반적으로 맘에 듭니다. 근데 메인에 있는 굿닥패스 사전신청하기 눌러서 백신여권 발급받기 누르면 앱이 다시 실행되는 문제가 있습니다. 빨리 해결 부탁드려요.,4
우한폐렴으로 병원가기가 쉽지않은상황인데 이에관한 정보많이주셔서 감사합니다. 우한폐렴 관련되어 더 심화된 서비스도 만들어주셨으면 합니다.,5
굿닥에서 이벤트가 19만원 보고 갔는데 막상 가격이 30만원이 넘는다네요 부가세 포함이라는데 부가세가 언제부터 10%이상이 되었는지 말도 안되는 소리하더라구요 헛걸음 시키지 말고 정직하게 가격 공개하고 굿닥도 그 부분은 검증하는 시스템이 필요해보입니다,1
왜? 뭐때문에? 왜 별점 평균이4.5이지 정말모르겠네 해당지역부근을 알려주는것도아니고 휴무중인곳을 알려주고 그냥 동록된업체는 그냥 막 띄워주는건데 전혀도움이 안됩니다 왜이런걸 폰변경할때마다 일부러 다운받고 몇년을 간직했는지 어처구니없네요,1
다른거 다 좋았는데 나의 건강에서 접종 연동했는데도 불구하고 접종혜택에서 계속 접종연동하라고 떠서 정확한 내용을 볼 수가 없네요ㅠㅠ,4
동네엔 다 품절이였는데 이동중 지나가다 근처에 재고가 뜨길래 샀어요 현재 내위치가 뜨고 주변을 볼수있으니 너무 좋으네요^^,5
"어플잘쓰고 있습니다! 의견을 하나 내보자면 어플상에 재고가 있다고 나타나있는 상태에서 방문자가 직접 갔을 때 품절일 경우, 방문자가 품절이라고 어플로 알릴 수 있도록 하는게 어떨까요? 품절 신호가 어느 정도 쌓였을 때 자동으로 어플에서 방문자 의견-품절 상태를 반영해준다면 좀 더 편의성이 높아질 것이라 생각합니다.",4
가보지도 않은 강남만 자꾸 뜨네요. 지도 검색하는 것도 없어서 지도 축소 후에 알아서 찾아가야 되는 번거로움 있어요.,2
"접수소켓 응답시간초과 오류 해결하신분있나요? 다니던 병원이 전화예약도 안되고 굿닥으로만 예약 받는다는데;; 예약진행이 안돼서 병원을 못가요... 메일도 답변없고 전화해도 바로 해결방법 안주시고 조금있다 다시연락준다는데 해결이 되긴하는건지 웃기는건 다른병원 예약은 되구요, 제 폰으로 다른사람이 이 병원에 예약하는것도 되는데 제가 특정 병원에 예약하는것만 안넘어가네요. 병원에서도 모르고 앱 측에 문의하라고하고 아주 난감하네요..",1
네이버보다 편리한거같아요. 네이버에서는 전화진료 병원 찾았더니 안된다고 해서 굿닥으로 검색했는데 전화진료 되는 병원 바로 찾아주네요 감사합니다,4
뒤로 가기 버튼으로 종료도 안되고 따로 종료하는것도 안보이고 이건 켜지면 무조건 강제 종료 해야 하는건가요? 여간 불편해서 쓰기 싫네요 삭제합니다,1
약국마다 공적마스크 보유량이나 알림기능을 유용하게 쓰고 있습니다. 아쉬움은 알림기능을 원하는 날짜에 맞출수있는 기능이 함께 있었으면 하네요. 일주일 내내 울리는 알림음은 서로가 불필요한것 같습니다.,4
진짜 진짜 불편해요~~ 영유아검진표 문진표 하나 작성하기도 불편하고 검색창에 검색을해도 대부분 검색이안되요 아 진짜 승질나요!!,1
근처 약국이나 병원을 알기 쉽게 찾을수있는 요긴한 앱이네요. 매번 인터넷 검색해서 하나하나 찾구 있었는데 예약도 가능해서 잘 쓰고있어여,5
디자인도 깔끔하고 병원정보도 정확해서 정말 일상 생활에 큰 도움을 받고 있어요. 아직 많이 알려지지 않은 것 같은데 많은 사람들이 이 편리한 앱을 많이 알고 썼으면 좋겠네여~ 파이팅~!!!! :),5
주변 병의원을 찾기 쉬워좋네요. 세세한것까지 다나와 있어서 더 좋고요. 정말 추천합니다. 짱이네요 짱!,5
여기저기 확진자 많아져서 다른 앱들도 그렇고 굿닥도 그렇고 진료 받기 어려운거 이해합니다. 그래도 무사히 진료 받고 약도 탔습니다. 퀵 받을수있는 지역이 더 많아지면 좋을거같습니다.,5
로그인버튼만 누르면 네트워크 문제라면서 로그인이 안되네요. 와이파이로도 안되고 엘티이로도 안되고 삭제햇다 다시 깔아봐도안되요,1
굿닥 덕분에 신속항원검사 비용 싼 곳으로 찾아갔어요. 다행히 음성이어서 한시름놨습니다. 좋은 정보 알려주셔서 감사합니다.,5
예약진행이 안되네요. 이름을 누르고 다음단계로 넘어가야하는데 무한로딩하다가 '접수 소켓 응답시간 초과' 만 뜨네요ㅡㅡ답답해요,1
카드등록만 열번 넘게 하다 그냥 삭제해요. 급히 진료 받아야되는데 되지도 않는 앱 붙잡고 있다가 스트레스만 더 얻어가네요.,1
예약가능시간이어서 선택하면 다른 예약이 있다면서 예약이 거부되네요. 처음부터 선택을 못하게 하던지 누구 놀리나요?,1
아니...ㅋㅋ 비대면진료 통화 수락 다음 페이지에 같은위치에 종료를 놔두면 어떡하나요.... 받으면 끊어지고 받으면 끊어지고,1
"선생님이 병명에 대해 자세히 설명해 주시고 치료 과정도 하나하나 구체적으로 안내해 주는 아주 친절하고, 회복 효과도, 빨라요......",5
오늘 로그인이 안되어서 고생했어요ㅠㅠ 기존로그인등록된 상태인데 다시인증받으랬다 주소넣으랬다 10버넘게했는데 안되고ㅠㅠ;;,1
알림 너무 잘쓰고 있습니다 마스크 알림을 요일별로 설정할 수 있게도 하면 좀더 효율적으로 관리가 가능할 것 같아요,5
진짜짜증나네요 진료비가 얼마나오는지 약값이 얼마나오는지 아예 공지도 안해주고 바로 결제때려버리네 취소도 안되는거 무슨 시스템을 이렇게 만들었는지 모르겠네요 너무비싸게 결제돼서 화납니다 다신이용안함,1
어플의 기능에 똑*어플처럼 병원예약기능은 없나요? 스맛폰으로 미리 병원 예약하고 가면 환자입장에서는 무척 편리할듯합니다,5
저는.굿닥을잘이용합니다.그전에는.이벤트신청하면.잘되는대.절차가불편해요.그리고.굿닥이랑.통화도할수있써는대.차단이하니.불편해요.저도통화부탁합니다,5
마스크스캐너 들어가면 공지사항이 나오는데 공지사항을 닫을스가 없네요 ㅋㅋ 공지사항만 보고 나가서 직접 찾으라는 건가요?? 아니면 제 폰이 갤럭시폴드인데 호환이 안되는건가요?,1
쉽게찿을수 있어 좋아요 위치도 쉽게 알수있고 시간도 단축되서 좋아요,5
너무 좋습니다. 사용법도 편하고 약국별 현황을 바로 알 수 있으니 마음도 편합니다. 이럴때 개발해주셔서 감사해요.,5
새로 다니게 된 병원에서 대기현황 알림이 오길래 깔았는데... 대기현황은 아예 안뜨고 조회를해도 없다고만 나오고... 제대로 쓸 수가 없네요;;;;;;;,1
굿닥 덕분에 신속항원검사 비용 싼 곳으로 찾아갔어요. 다행히 음성이어서 한시름놨습니다. 좋은 정보 알려주셔서 감사합니다.,5
일요일 밤에 약국찾는데 유용하게 썼습니다. 잘만든 앱입니다. 앞으로도 컨텐츠 관리 잘하셔서 흥하면 좋겠네요!,5
다 좋은데 진료예약하려고 하면 자꾸 앱이 종료되네요... 예약하고 편히 찾아가고 싶었는데 슬프네요,5
사용자 인증하려고 인증하기 누르면 백색의 빈 화면만 뜨면서 넘어가지 않습니다 저만 그런것인지 다른분들도 그런것인지 모르겠지만 오류인것 같은데 수정부탁드립니다,1
어플 편하고 연결도 잘되고 코로나 확진됐는데 나갈수도없는상황에 약배송까지 받을수있어서 좋았어요. 그런데 퀵이 언제 어디쯤 왔는지 확인되게 해주세요. ㅠㅠ,5
패널티 해제 바랍니다. 너무 잘 사용하고 있는데 예약후 방문했음에도 병원측에서 태블릿을 꺼두어서 패널티가 생겼네요.,5
마스크 재고사항 너무안맞음 돈들여 버스까지타고왔건만 품절이라고하고 정부데이터기반어쩌고 하는 개솔듣기싫음 뉴스에서 까지 어플확인하고 가라할정도면 정확한정보전달이 되야지 정부탓하지마라 기술없는 어플아,1
본인인증시 버튼이 안눌려서 예약 못함 매번 업뎃할 때마다 똑같은 오류발생... 신경 좀 써주시죠...,1
"병원.약국 지도에서 바로 후기를 작성하는 기능을 제공하면 더 편리할 것 같습니다. 지도에서 찾아서, 다시 병원이름을 다시 검색해서 후기 작성하는 것이 좀 번거롭게 느끼네요. 병원 후기는 이 기능이 개발되고 할게요^^ ++++++++ 설명 해 주신대로 지도에서 상세보기로 들어가 후기 작성 했는데(약국,한의원) 마이페이지에서는 후기작성 한것이 보이지 않네요 T.T",5
실시간 확인 가능해서 좋아요 인근 확진자 동선도 파악할 수 있어 실용적.,5
앱설정 정보획득에 실패했다면서 몇번을 삭제하고 다시 깔아도 앱 구동이 안됩니다,1
밤에 약국찾는데 유용하게 썼습니다. 앞으로 더 많은 컨텐츠만 잘 보여준다면 유용하게 쓸수 있을것같아요!,5
구경할게 많아서 자주 들어와서 구경하고 맘에드는 시술이 있으면 신청도 몇번해봤어요 앞으로도 많은 정보 부탁해요~!,4
확진자동선도 알수있어서 좋네요. 확진자정보는 더 업데이트되어야할것 같습니다.,5
확진자가 우리집에? 구미51번 확진자가 우리집에 다녀갔다고 동선이 나오는 이유는 뭔가요? 엡이 개판인가요? 저희집에 다녀간사람 식구들외에는 없는데 갑자기 불안하게하는 이상한엡이네요 별 힐개도 아깝습니다.,1
잘쓰고있습니다. 지정해놓은 약국에 마스크 입고되면 푸쉬알림 기능이 있다면 정말 유용할것 같아요. 기능추가 안되려나요?,5
"비대면진료 후 퀵배송을 했는데, 오지 않아요. 서울 내에서 1-2시간 내에 도착한다고 했는데 퀵배송은 커녕 약 제조가 되었는지 뜨지도 않네요. 이럴거면 취소가능하게 해주시던가 고객센터도 비대면진료팀도 전화를 받지 않아서 하루 그냥 날리겠습니다. 굿닥 처음 나왔을 때부터 애용하던 어플이었는데 비대면진료 서비스는 아닌거 같네요. 아무래도 약배송은 다 나은 후에나 오려나 봅니다.",1
안드로이드 10으로 업데이트 했는데 그이후로는 앱이 안열려서 재설치하려했는데 설치가안돼서 못쓰고있어요ㅠㅠㅠ 앱이 아예 열리지않았던 앱은 없었는데ㅠㅠ,3
편리하게 이용하고 있습니다. 알람 기능 추가된 것도 너무 좋은데 마스크 크기도 같이 나오게 해주세요.,4
예약이 이미 완료된 시간대도 떠서 조금 불편한 부분도 있지만 앱으로 미리 예약되니 편리하네요:),4
업데이트가 너무 안맞아서... 재고 확인하고 가도 품절. 단골.직원용 남겨놓나.,1
"독감예방접종 안해는데도 많고, 금액도 바뀐데가 많은데 업데이트가 안되어 있네요. 별로네요.",1
어후 너무 별로 무슨 검색을 했는데 정확도순이라면서 부산광역시 이소리하고 거리순은 있지도 않고 보건증 검색했는데 세종인가 어디 보건소 하나 달랑 나오고 이건 뭐 전국을 돌아다니면서 병원을 다니라는 소린가? 병원비보다 교통비가 더나가겠네,1
확진자 동선이 있다가 없어졌네요. 그것이 많이 도움이 되었는데 안 좋으네요. 개선 했으면 좋겠네요.,2
평일에는 사실 잘 모르겠지만 주말이나 야간에는 진짜 요긴하네요. 시간에 맞춰서 실시간으로 지금 하고 있는 병원이나 약국을 알려주는 어플인데 하나 희망하는건!! 필터를 추가해주시면 좋을 것 같아요~~ 토요일이나 일요일에 영업하는 곳이나 음.. 밤 8시 이후에 영업하는 곳~ 이런식으로 따로 해놓고 쓰면 편할 것 같아여^.^ 여튼 주말에 잘 썼습니다요~~감사해요~~,5
검색 디폴트 값이 서울로만 설정이 돼있어 근처 병원 검색이 어려웠습니다. 서울에서 쓰긴 좋겠네요,1
귀찮아서 리뷰안쓰지만 개발자님 감사해서 쓰러들어왔네요 아기키우느라 병원방문이 쉽지않았는데 이렇게편하게병원약국안가도배송으로받을수있어너무편하고 병도빠르게치료되었어요 의사선생님과소통도잘되요 감사합니다 어플절대없애지말고 이대로쭉 배송도지금처럼 유지되면좋겠습니다 어플만들어주셔서 감사합니다,5
본인인증 되지도 않고 바쁜데 경고창 계속 뜨고.. 위치추적 안한다는데 왜 계속 띄우는건가요.. 바쁜데 불편합니다,1
아무 자료나 근거없이 다닐때에 비하면 어디서나 확인가능하고 살 수 있도록 보조역할을 해주니 도움됩니다.,5
예약을하고잘다니고합니다근데몇일전부터어플에서예약을하면.. 예약1개아닌..똑같은게2개떠버리네요.. 저만그런가했는데 다른폰도그래요 수정해주세요.,4
그냥 마지못해 깔았는데... 헙접하고 기본 서비스도 아이디로 확인 못하고 연결성 없는 개인정보는 왜 반복 물어보는지...,1
형편없이 만들었네요. 병원 오픈했는지 확인하고 싶어서 설치했건만 제대로 검색도 안 됩니다. 네이버 지도에서 일일이 찾는 번거로움이 이 어플을 쓰는 것보다 유용합니다. 이런 어플에 정부지원금이 들어갔다면 세금이 아무데나 투여된 꼴입니다. 부디 기획자는 정부지원금 그만 빼드시고 조용히 사시길 권장 드립니다,1
"좋은 앱인데 처음처럼 확진자 동선, 신천지 관련장소를 볼 수 있게 해주면 좋겠어요 구청홈피 들어가기가 넘 힘들어요",4
만포인트 적립되었다는 톡이 계속 오길래 깔고 들어가보니 0포인트 눌러서 확인하려고 하면 계속 개인정보 묻고 확인 아픈데 그냥 삭제하는게 정신건강에 더 이로울듯,1
무슨 카드정보 입력하는거 부터 막히나요;; 10번은 시도한거같네요. 그리고 근처에 제휴 약국이 없는데 약처방은 어떻게 받나요? 이럴거면 비대면 진료받을수 있게 하는것도 웃기네요. 지역이 서울이 아니라서 바로 약을 받을수 있는것도 아니고 택배는 2~3일 걸리고 코로나 확진받아서 몸은 점점 아파오고 정말 실망스럽네요. 이런 상황을 대비해 개선할 필요가 있어 보여요,1
오늘 처음 시행부터 넘 좋은어플이네요 어려운 상황에서 봐로 마스크살수있어좋고요 원격진료그이상 더좋은방법도 더더욱좋네요♡,5
갱신 속도만 보완할 수 있다면 최고오오오오 일텐데 그건 굿닥에서만 신경쓴다고 될일이 아니니 최고오오오 정도 별점 드립니다.,5
옛날에는 진료과별로 바로 필터링해서 볼수있었는데 지금은 검색한 다음 진료과를 필터링해서 불편해요 왜 이렇게 바뀐거죠? 아무 검색없이도 진료과 바로 필터링할 수있게 다시 만들어주세요,5
다 좋은데 약 퀵으로 오는게.. 몇시간을 기다려도 안와서 내가 개인적으로 퀵불러서 약 수령함 좀 개선을 하던가..,1
확진자 동선과 신천지 위치를 알려주던 기능이 없어졌네요? 유용했습니다. 다시 추가 해주세요.,4
저희동네 약국과 어느정도 수량 매칭은 되는거 같고 영업 시작 시간은 약간 안맞는거 같음 덕분에 구입은 했는데 아직 영업종료라 되있네요 시간만 어느정도 맞으면 4점 이상 가능성 이마트 때보다 구입 편하게 했습니다 다들 잘 쓰시길,4
코로나 확진자 동선보기 이 어플만큼 사용하기 쉬운 어플이 없었는데... 갑자기 없어지다니요..ㅜㅜ,5
내일부터 기대합니다..실시간 업데이트 해주시고요. 다만 약국이 모여있을때 다른약국을 선택이 잘 안되는거같네요. 물론 코로나 동선도 문제는 있고요,5
처음에 페이스북 광고로 인모드 특가진행 한다고 해서 설치했다가 잊고 있었는데 퇴근하고 약국 찾을 때 유용하게 사용하고 있어요,5
주변에 진료중인 병원을 알려줘서 이용하기 편하고 병원 정보랑 번호도 보기 쉽게 나와있어서 잘 쓰고 있습니다 좋은 앱이네요 감사해요 ㅎㅎ 굿굿!,5
요즘은 전화예약이 어려워서 늘 방문 예약하느라 두번씩 다니고 어려움이 있는데 기다리지 않고 두번 안가도 돼서 좋아요,5
서울지역 정보만 있는게 아니라 지방 정보들도 많이 있네요 여행갈 때도 자주 사용해봐야겠어요~,4
아주괜찬은앱이예요덕분에약국문열어는지닫아는지알수있어서가지안고도알수있어서좋아요가시기전에전화하셔요,5
UI 맘에 들고 깔끔하내요~ 이런 어려운 시기에 꼭 필요한 앱을 만들어주셔서 감사합니다. ^^,5
마스크 찾기 너무 편해서 좋습니다! 원격 진료와 처방도 가능한 듯한데 앞으로 사용해 봐야 겠습니다!,5
"자녀 등록 과정 중 생년월일 선택시, 직접입력기능은 없고, 연도와 월이 세트로 묶여서 한달단위로만 움직이게 세팅되어 있음 ..몇십번 눌러서 내자녀 생년월일 찾았음.. 원래 다니던 병원이 이 앱으로 바꿔서 별수없이 하긴했음",1
무엇보다 친절한 피드백에 감동입니다. 앱 서비스와 질도 너무 훌륭하구요~ 귀한 재능기부 감사합니다!,5
자주사용하고 있는데 새로운게 많이 올라오는 것 같아요 : ) 병원이나 약국 찾을 때는 이 어플만 이용해서 자주 애용합니다.,5
